"","t","s","mid","pmt","pg","subtype","hr","bank"
"7275",13,10,"urbanclap","NB","PAYU","notprovided","2020-02-12 13","NB_AXIS"
"7276",11,5,"urbanclap","NB","PAYU","notprovided","2020-02-12 14","NB_AXIS"
"7277",2,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 13","NB_AXIS"
"7278",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-12 16","NB_AXIS"
"7279",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 09","NB_AXIS"
"7280",1,1,"zivame","NB","PAYU","notprovided","2020-02-14 04","NB_AXIS"
"7281",1,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 10","NB_AXIS"
"7282",2,1,"countrydelight","NB","PAYU","notprovided","2020-02-14 00","NB_AXIS"
"7283",8,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 06","NB_AXIS"
"7284",3,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 16","NB_AXIS"
"7285",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-14 18","NB_AXIS"
"7286",2,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 16","NB_AXIS"
"7287",5,1,"zivame","NB","PAYU","notprovided","2020-02-14 14","NB_AXIS"
"7288",10,4,"urbanclap","NB","PAYU","notprovided","2020-02-14 03","NB_AXIS"
"7289",3,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 07","NB_AXIS"
"7290",6,4,"urbanclap","NB","PAYU","notprovided","2020-02-14 14","NB_AXIS"
"7291",2,0,"urbanclap","NB","PAYU","notprovided","2020-02-14 20","NB_AXIS"
"7292",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 20","NB_AXIS"
"7293",3,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 13","NB_AXIS"
"7294",3,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 14","NB_AXIS"
"7295",6,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 07","NB_AXIS"
"7296",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 11","NB_AXIS"
"7297",13,7,"urbanclap","NB","PAYU","notprovided","2020-02-13 05","NB_AXIS"
"7298",3,3,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 09","NB_AXIS"
"7299",5,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 16","NB_AXIS"
"7300",4,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 15","NB_AXIS"
"7301",14,6,"urbanclap","NB","PAYU","notprovided","2020-02-13 15","NB_AXIS"
"7302",2,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 05","NB_AXIS"
"7303",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 18","NB_AXIS"
"7304",3,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 19","NB_AXIS"
"7305",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-13 14","NB_AXIS"
"7306",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 20","NB_AXIS"
"7307",5,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 07","NB_AXIS"
"7308",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-14 01","NB_AXIS"
"7309",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 06","NB_AXIS"
"7310",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 01","NB_AXIS"
"7311",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 09","NB_AXIS"
"7312",4,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 03","NB_AXIS"
"7313",6,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 13","NB_AXIS"
"7314",4,3,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 07","NB_AXIS"
"7315",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 04","NB_AXIS"
"7316",3,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 06","NB_AXIS"
"7317",4,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 05","NB_AXIS"
"7318",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 14","NB_AXIS"
"7319",7,5,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 14","NB_AXIS"
"7320",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 01","NB_AXIS"
"7321",1,0,"zivame","NB","PAYU","notprovided","2020-02-12 01","NB_AXIS"
"7322",6,4,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 11","NB_AXIS"
"7323",6,2,"urbanclap","NB","PAYU","notprovided","2020-02-12 02","NB_AXIS"
"7324",5,4,"urbanclap","NB","PAYU","notprovided","2020-02-12 12","NB_AXIS"
"7325",4,2,"countrydelight","NB","PAYU","notprovided","2020-02-12 15","NB_AXIS"
"7326",4,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 14","NB_AXIS"
"7327",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 17","NB_AXIS"
"7328",2,1,"zivame","NB","PAYU","notprovided","2020-02-14 01","NB_AXIS"
"7329",2,0,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 12","NB_AXIS"
"7330",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 17","NB_AXIS"
"7331",2,2,"zivame","NB","PAYU","notprovided","2020-02-14 13","NB_AXIS"
"7332",3,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 09","NB_AXIS"
"7333",4,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 08","NB_AXIS"
"7334",2,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 11","NB_AXIS"
"7335",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 15","NB_AXIS"
"7336",15,5,"urbanclap","NB","PAYU","notprovided","2020-02-13 07","NB_AXIS"
"7337",3,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 11","NB_AXIS"
"7338",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 13","NB_AXIS"
"7339",3,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 15","NB_AXIS"
"7340",2,2,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 08","NB_AXIS"
"7341",2,1,"urbanclap","NB","PAYU","notprovided","2020-02-12 00","NB_AXIS"
"7342",3,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 16","NB_AXIS"
"7343",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 04","NB_AXIS"
"7344",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 07","NB_AXIS"
"7345",2,2,"zivame","NB","PAYU","notprovided","2020-02-12 06","NB_AXIS"
"7346",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 06","NB_AXIS"
"7347",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 06","NB_AXIS"
"7348",2,1,"zivame","NB","PAYU","notprovided","2020-02-13 13","NB_AXIS"
"7349",2,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 20","NB_AXIS"
"7350",2,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 15","NB_AXIS"
"7351",3,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 10","NB_AXIS"
"7352",4,4,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 05","NB_AXIS"
"7353",2,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 00","NB_AXIS"
"7354",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 02","NB_AXIS"
"7355",2,1,"zivame","NB","PAYU","notprovided","2020-02-12 15","NB_AXIS"
"7356",1,0,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 10","NB_AXIS"
"7357",14,9,"urbanclap","NB","PAYU","notprovided","2020-02-12 09","NB_AXIS"
"7358",3,3,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 11","NB_AXIS"
"7359",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 00","NB_AXIS"
"7360",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 07","NB_AXIS"
"7361",2,0,"purplle.com","NB","PAYU","notprovided","2020-02-13 05","NB_AXIS"
"7362",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 17","NB_AXIS"
"7363",5,4,"urbanclap","NB","PAYU","notprovided","2020-02-13 17","NB_AXIS"
"7364",1,0,"zivame","NB","PAYU","notprovided","2020-02-13 02","NB_AXIS"
"7365",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-13 12","NB_AXIS"
"7366",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 08","NB_AXIS"
"7367",4,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 08","NB_AXIS"
"7368",2,1,"urbanclap","NB","PAYU","notprovided","2020-02-13 01","NB_AXIS"
"7369",1,0,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 13","NB_AXIS"
"7370",1,0,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 05","NB_AXIS"
"7371",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 18","NB_AXIS"
"7372",3,2,"zivame","NB","PAYU","notprovided","2020-02-13 14","NB_AXIS"
"7373",3,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 13","NB_AXIS"
"7374",1,1,"zivame","NB","PAYU","notprovided","2020-02-12 05","NB_AXIS"
"7375",2,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 13","NB_AXIS"
"7376",3,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 03","NB_AXIS"
"7377",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 16","NB_AXIS"
"7378",1,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 19","NB_AXIS"
"7379",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 07","NB_AXIS"
"7380",2,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 06","NB_AXIS"
"7381",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 01","NB_AXIS"
"7382",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 11","NB_AXIS"
"7383",2,1,"zivame","NB","PAYU","notprovided","2020-02-14 16","NB_AXIS"
"7384",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 14","NB_AXIS"
"7385",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 20","NB_AXIS"
"7386",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 18","NB_AXIS"
"7387",1,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 12","NB_AXIS"
"7388",1,0,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 14","NB_AXIS"
"7389",1,1,"zivame","NB","PAYU","notprovided","2020-02-13 16","NB_AXIS"
"7390",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 08","NB_AXIS"
"7391",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-14 14","NB_AXIS"
"7392",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 02","NB_AXIS"
"7393",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-13 14","NB_AXIS"
"7394",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 18","NB_AXIS"
"7395",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 17","NB_AXIS"
"7396",1,1,"zivame","NB","PAYU","notprovided","2020-02-13 09","NB_AXIS"
"7397",1,1,"zivame","NB","PAYU","notprovided","2020-02-13 23","NB_AXIS"
"7398",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-13 07","NB_AXIS"
"7399",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 02","NB_AXIS"
"7400",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 16","NB_AXIS"
"7401",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 01","NB_AXIS"
"7402",1,0,"countrydelight","NB","PAYU","notprovided","2020-02-12 12","NB_AXIS"
"7403",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 17","NB_AXIS"
"7404",1,1,"urbanclap","NB","PAYU","notprovided","2020-02-14 21","NB_AXIS"
"7405",3,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 15","NB_AXIS"
"7406",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-14 22","NB_AXIS"
"7407",3,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 02","NB_AXIS"
"7408",4,2,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 05","NB_AXIS"
"7409",18,8,"urbanclap","NB","PAYU","notprovided","2020-02-14 07","NB_AXIS"
"7410",7,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 04","NB_AXIS"
"7411",6,6,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 03","NB_AXIS"
"7412",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 03","NB_AXIS"
"7413",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 06","NB_AXIS"
"7414",9,2,"urbanclap","NB","PAYU","notprovided","2020-02-14 02","NB_AXIS"
"7415",13,4,"urbanclap","NB","PAYU","notprovided","2020-02-14 09","NB_AXIS"
"7416",4,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 01","NB_AXIS"
"7417",12,8,"urbanclap","NB","PAYU","notprovided","2020-02-14 13","NB_AXIS"
"7418",3,2,"purplle.com","NB","PAYU","notprovided","2020-02-14 13","NB_AXIS"
"7419",7,5,"countrydelight","NB","PAYU","notprovided","2020-02-14 11","NB_AXIS"
"7420",3,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 08","NB_AXIS"
"7421",3,3,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 05","NB_AXIS"
"7422",16,8,"urbanclap","NB","PAYU","notprovided","2020-02-14 05","NB_AXIS"
"7423",11,8,"urbanclap","NB","PAYU","notprovided","2020-02-14 15","NB_AXIS"
"7424",5,3,"purplle.com","NB","PAYU","notprovided","2020-02-12 07","NB_AXIS"
"7425",12,5,"urbanclap","NB","PAYU","notprovided","2020-02-12 03","NB_AXIS"
"7426",9,6,"urbanclap","NB","PAYU","notprovided","2020-02-12 10","NB_AXIS"
"7427",9,4,"urbanclap","NB","PAYU","notprovided","2020-02-12 06","NB_AXIS"
"7428",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 12","NB_AXIS"
"7429",12,7,"urbanclap","NB","PAYU","notprovided","2020-02-12 05","NB_AXIS"
"7430",6,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 04","NB_AXIS"
"7431",3,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 09","NB_AXIS"
"7432",5,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 10","NB_AXIS"
"7433",16,9,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 04","NB_AXIS"
"7434",6,5,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 10","NB_AXIS"
"7435",9,7,"urbanclap","NB","PAYU","notprovided","2020-02-12 15","NB_AXIS"
"7436",4,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 17","NB_AXIS"
"7437",3,3,"zivame","NB","PAYU","notprovided","2020-02-12 13","NB_AXIS"
"7438",9,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 14","NB_AXIS"
"7439",4,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 03","NB_AXIS"
"7440",3,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 11","NB_AXIS"
"7441",3,1,"countrydelight","NB","PAYU","notprovided","2020-02-14 03","NB_AXIS"
"7442",13,8,"urbanclap","NB","PAYU","notprovided","2020-02-14 17","NB_AXIS"
"7443",3,0,"urbanclap","NB","PAYU","notprovided","2020-02-14 23","NB_AXIS"
"7444",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-14 14","NB_AXIS"
"7445",5,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 04","NB_AXIS"
"7446",3,1,"urbanclap","NB","PAYU","notprovided","2020-02-14 01","NB_AXIS"
"7447",6,5,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 09","NB_AXIS"
"7448",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 13","NB_AXIS"
"7449",6,1,"urbanclap","NB","PAYU","notprovided","2020-02-14 19","NB_AXIS"
"7450",4,4,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 14","NB_AXIS"
"7451",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 18","NB_AXIS"
"7452",2,2,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 09","NB_AXIS"
"7453",1,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 02","NB_AXIS"
"7454",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 12","NB_AXIS"
"7455",13,6,"urbanclap","NB","PAYU","notprovided","2020-02-13 03","NB_AXIS"
"7456",9,6,"urbanclap","NB","PAYU","notprovided","2020-02-13 12","NB_AXIS"
"7457",4,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 13","NB_AXIS"
"7458",12,8,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 06","NB_AXIS"
"7459",9,4,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 10","NB_AXIS"
"7460",2,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 07","NB_AXIS"
"7461",3,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 09","NB_AXIS"
"7462",5,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 04","NB_AXIS"
"7463",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-13 03","NB_AXIS"
"7464",6,5,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 10","NB_AXIS"
"7465",4,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 06","NB_AXIS"
"7466",3,0,"zivame","NB","PAYU","notprovided","2020-02-13 15","NB_AXIS"
"7467",2,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 15","NB_AXIS"
"7468",9,3,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 15","NB_AXIS"
"7469",5,3,"urbanclap","NB","PAYU","notprovided","2020-02-13 13","NB_AXIS"
"7470",3,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 20","NB_AXIS"
"7471",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 03","NB_AXIS"
"7472",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 01","NB_AXIS"
"7473",3,2,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 07","NB_AXIS"
"7474",4,3,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 05","NB_AXIS"
"7475",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 08","NB_AXIS"
"7476",2,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 11","NB_AXIS"
"7477",3,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 03","NB_AXIS"
"7478",10,8,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 03","NB_AXIS"
"7479",3,3,"countrydelight","NB","PAYU","notprovided","2020-02-12 13","NB_AXIS"
"7480",7,4,"urbanclap","NB","PAYU","notprovided","2020-02-12 16","NB_AXIS"
"7481",4,3,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 13","NB_AXIS"
"7482",1,1,"zivame","NB","PAYU","notprovided","2020-02-12 20","NB_AXIS"
"7483",8,8,"urbanclap","NB","PAYU","notprovided","2020-02-12 17","NB_AXIS"
"7484",2,0,"zivame","NB","PAYU","notprovided","2020-02-12 16","NB_AXIS"
"7485",3,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 08","NB_AXIS"
"7486",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 16","NB_AXIS"
"7487",6,6,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 09","NB_AXIS"
"7488",4,4,"countrydelight","NB","PAYU","notprovided","2020-02-12 14","NB_AXIS"
"7489",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 15","NB_AXIS"
"7490",3,3,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 11","NB_AXIS"
"7491",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-13 09","NB_AXIS"
"7492",5,3,"urbanclap","NB","PAYU","notprovided","2020-02-13 09","NB_AXIS"
"7493",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 12","NB_AXIS"
"7494",5,0,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 02","NB_AXIS"
"7495",6,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 03","NB_AXIS"
"7496",8,6,"urbanclap","NB","PAYU","notprovided","2020-02-13 08","NB_AXIS"
"7497",8,2,"urbanclap","NB","PAYU","notprovided","2020-02-13 02","NB_AXIS"
"7498",13,9,"urbanclap","NB","PAYU","notprovided","2020-02-13 11","NB_AXIS"
"7499",4,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 14","NB_AXIS"
"7500",10,7,"urbanclap","NB","PAYU","notprovided","2020-02-13 18","NB_AXIS"
"7501",11,9,"urbanclap","NB","PAYU","notprovided","2020-02-13 14","NB_AXIS"
"7502",5,2,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 17","NB_AXIS"
"7503",3,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 10","NB_AXIS"
"7504",2,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 02","NB_AXIS"
"7505",1,0,"zivame","NB","PAYU","notprovided","2020-02-12 08","NB_AXIS"
"7506",1,0,"zivame","NB","PAYU","notprovided","2020-02-12 00","NB_AXIS"
"7507",3,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 15","NB_AXIS"
"7508",3,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 17","NB_AXIS"
"7509",4,2,"urbanclap","NB","PAYU","notprovided","2020-02-12 01","NB_AXIS"
"7510",4,2,"countrydelight","NB","PAYU","notprovided","2020-02-12 11","NB_AXIS"
"7511",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 11","NB_AXIS"
"7512",5,5,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 06","NB_AXIS"
"7513",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 20","NB_AXIS"
"7514",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 19","NB_AXIS"
"7515",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 11","NB_AXIS"
"7516",4,3,"countrydelight","NB","PAYU","notprovided","2020-02-13 12","NB_AXIS"
"7517",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 12","NB_AXIS"
"7518",11,8,"urbanclap","NB","PAYU","notprovided","2020-02-13 06","NB_AXIS"
"7519",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 12","NB_AXIS"
"7520",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-13 08","NB_AXIS"
"7521",3,2,"purplle.com","NB","PAYU","notprovided","2020-02-13 06","NB_AXIS"
"7522",1,1,"urbanclap","NB","PAYU","notprovided","2020-02-13 00","NB_AXIS"
"7523",4,2,"zivame","NB","PAYU","notprovided","2020-02-13 17","NB_AXIS"
"7524",4,0,"countrydelight","NB","PAYU","notprovided","2020-02-13 14","NB_AXIS"
"7525",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 07","NB_AXIS"
"7526",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 01","NB_AXIS"
"7527",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 10","NB_AXIS"
"7528",2,2,"zivame","NB","PAYU","notprovided","2020-02-13 10","NB_AXIS"
"7529",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 19","NB_AXIS"
"7530",3,0,"zivame","NB","PAYU","notprovided","2020-02-13 19","NB_AXIS"
"7531",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-14 14","NB_AXIS"
"7532",2,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 02","NB_AXIS"
"7533",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-14 10","NB_AXIS"
"7534",3,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 14","NB_AXIS"
"7535",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-13 18","NB_AXIS"
"7536",2,1,"purplle.com","NB","PAYU","notprovided","2020-02-13 13","NB_AXIS"
"7537",3,2,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 16","NB_AXIS"
"7538",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 08","NB_AXIS"
"7539",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-14 21","NB_AXIS"
"7540",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 08","NB_AXIS"
"7541",1,0,"zivame","NB","PAYU","notprovided","2020-02-13 04","NB_AXIS"
"7542",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-13 21","NB_AXIS"
"7543",2,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 16","NB_AXIS"
"7544",1,0,"zivame","NB","PAYU","notprovided","2020-02-13 22","NB_AXIS"
"7545",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 00","NB_AXIS"
"7546",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 13","NB_AXIS"
"7547",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 03","NB_AXIS"
"7548",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 18","NB_AXIS"
"7549",1,1,"drivezy","NB","ZAAKPAY","notprovided","2020-02-12 01","NB_AXIS"
"7550",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 01","NB_AXIS"
"7551",1,1,"zivame","NB","PAYU","notprovided","2020-02-12 11","NB_AXIS"
"7552",1,1,"purplle.com","NB","PAYU","notprovided","2020-02-12 04","NB_AXIS"
"7553",1,0,"drivezy","NB","ZAAKPAY","notprovided","2020-02-14 15","NB_AXIS"
"7554",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 02","NB_AXIS"
"7555",3,0,"purplle.com","NB","PAYTM","notprovided","2020-02-14 12","NB_CANR"
"7556",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 13","NB_CANR"
"7557",1,0,"zivame","NB","RAZORPAY","notprovided","2020-02-14 17","NB_CANR"
"7558",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 15","NB_CANR"
"7559",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 10","NB_CANR"
"7560",1,1,"pharmeasytech","NB","RAZORPAY","notprovided","2020-02-14 10","NB_CANR"
"7561",3,1,"zivame","NB","PAYU","notprovided","2020-02-14 16","NB_CANR"
"7562",1,0,"zivame","NB","PAYU","notprovided","2020-02-14 15","NB_CANR"
"7563",2,0,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 09","NB_CANR"
"7564",2,0,"zivame","NB","PAYU","notprovided","2020-02-13 04","NB_CANR"
"7565",3,1,"urbanclap","NB","PAYTM","notprovided","2020-02-13 06","NB_CANR"
"7566",1,0,"pharmeasytech","NB","RAZORPAY","notprovided","2020-02-12 09","NB_CANR"
"7567",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 17","NB_CANR"
"7568",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 11","NB_CANR"
"7569",1,0,"zivame","NB","PAYU","notprovided","2020-02-12 07","NB_CANR"
